userName,score,content,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt
Nayla Zahra,5,semoga lebih murah lagi aamiin...,0,5.33.1,2025-10-01 16:32:44,,
Gregorian Nathanoell,5,"overall bagus , terutama gofood yang promo nya luar biasa. goodjob Gojek 👍",0,5.17.1,2025-10-01 16:27:31,,
Banx Banx,5,ok,0,5.33.1,2025-10-01 16:21:59,,
David Arista,2,"aplikasi asuuu, udah gak ada promo, nggojek jauh d batalinnn apa mksudnyaaa, kalau gak mauu kerja pecat lngsung d apliksiiiii",1,5.33.1,2025-10-01 16:17:32,"Hai Kak David, mohon maaf atas ketidaknyamanannya. Laporan yang kamu sampaikan akan menjadi masukan bagi kami untuk terus meningkatkan kualitas layanan kami ke depannya. Kemudian terkait keluhannya, silakan laporkan melalui menu Bantuan di aplikasi Gojek dengan mengetik ""Driver membatalkan pesanan saya"" pada kolom pencarian ya. ^Melisa",2025-10-01 20:08:33
Zildjiandra Abdee Sugiono,5,"Goodd, sangat membantu dan pelayanan driver yang sangat berkualitas",0,5.33.1,2025-10-01 16:14:48,,
Siska Afriani,1,kecewa sangat sama aplikasi ini,1,5.33.1,2025-10-01 16:10:55,,
Yuliana Rahmawati,5,cepat dan mudah aplikasi digunakan,0,5.33.1,2025-10-01 16:08:41,,
Hanny Senduk,5,"baik, sopan dan terpercaya",0,5.33.1,2025-10-01 16:02:21,,
Adityaalhudda Adit,5,👍,0,5.26.1,2025-10-01 15:39:04,,
Rifqi Aditya,5,kinerja cukup efisien dan driver ny g sombong jg,0,5.19.2,2025-10-01 15:35:49,,
Simson Pakpahan,5,"mantul,,mantap betul",0,5.33.1,2025-10-01 15:32:01,,
ika ford,5,Membantu,0,,2025-10-01 15:20:29,,
Subali Bali,5,ok,0,5.33.1,2025-10-01 15:18:54,,
Izeng Zone,4,"saran ya buat gojek.. untuk batasan usia di berlakukan atau minimal kasih cek kesehatan buat para driver yg udh lnjut usia atau gmn gtu caranya buat kslamatan driver dan jg penumpang, saya beberapa kali loh dapet yg udh tuaaaaaaa banget dan beliau2 itu kasian karna bawa mtornya aja udh ga bener , trus bberapa kali saya liat di jalan driver yg sudah sangat berumur jatuh di jalan bahkan ada yang nabrak tembok sampai2 jatuh ke got karna hilang keseimbangan dan katanya krna penyakitnya kmbuh, please",0,,2025-10-01 14:57:38,,
Asbi Gunawan,5,"Salam gojek indinesia. Ssya ini onlene tiap hati dari jam 06-00 sd 21-00.ONLEN SUDAH 7 JAM CUMA DI HARGAI 1 ORDETAN 👍👍. JANGANKAN BUAT ANAK ISTRI , BUAT DRIVERNYA SENDIRI HARUS PUASAApa aaya tiap hari saya dan keluaga makan MAAF .MAAF DAN MAAF. MAAF TIDAK BISA BELI BERAS. MAAF TIDAK BISA BELI BENSIN. YANG SAYA BUTUHKAN ORDETAN. SAMA AJA GOJEK MAU BUNUH DRIVERNYA SECARA HALUS .ATAU GOJEK SENGAJA MAU MENGHANCUKAN RUMAH TANGGA DRIVERNYA SENDIRI . semoga kedepannya GOJEK dapat melancarkan orderan",11,5.33.1,2025-10-01 14:36:18,"Hai Kak Asbi, mohon maaf untuk kendalanya. Laporan yang Anda sampaikan akan menjadi masukan bagi kami untuk terus meningkatkan kualitas layanan kami ke depannya. Jika Anda memiliki pertanyaan atau kendala lainnya, silakan kunjungi menu Bantuan di aplikasi GoPartner Anda. ^Miko",2024-10-29 17:57:15
Iwan Pirdaus,5,mahal tapi,0,,2025-10-01 14:32:13,,
Komang Junika Jati Pradnyani,5,bagus,0,5.33.1,2025-10-01 14:30:39,,
nalaaihdinamukti Mukti,5,saya sebagai pengguna gojek merasa sangat terbantu dngan adanya para2 gojek ramah dan murah senyum🥰🤍🤍 sehat sehat terus orang 😇👍,0,5.26.1,2025-10-01 14:26:04,,
Daytona's Chanel,5,setiap ada keperluan.. sugestinya di gojek Indonesia terbaik,0,5.33.1,2025-10-01 14:22:50,,
Dian Ayu,1,"aplikasi apaan, semakin kesini semakin gak jelass. udah order yg ke 2 kali nya masih aja gk dpt driver. gk rekomended bgt,kecewa berat!!!.",1,5.27.2,2025-10-01 14:10:52,"Mohon maaf ya, Kak Dian. Kesulitan mendapatkan driver bisa terjadi karena meningkatnya jumlah pesanan di jam sibuk, atau tidak ada driver di dekat titik penjemputan. Mohon menunggu beberapa saat dan coba kembali, ya. Jika masih berkendala silakan ke menu Bantuan Gojek dengan ketik ""Saya tidak mendapatkan driver"". ^Maura",2025-10-01 15:02:17
Maulana Siva,5,sangat memuaskan,0,5.33.1,2025-10-01 14:04:43,,
Ade Jamaludin,5,OK pake gosend cepat sampai,0,5.33.1,2025-10-01 13:59:23,,
Robi Rahmad,5,baik,0,5.33.1,2025-10-01 13:47:07,,
F Fangha25,5,okelah,0,5.33.1,2025-10-01 13:38:16,,
Pbg Ana,1,nga jelas,1,,2025-10-01 13:21:48,,
WIWIN LUKITOHADI,5,good job,0,5.33.1,2025-10-01 13:21:10,,
Dhea Siti,5,👍👍👍,0,5.33.1,2025-10-01 13:14:30,,
Bintang Prasista,5,bapak nya baik dan ramah 🙏,0,5.33.1,2025-10-01 13:12:49,,
Nurul Fathimah,1,"kecewa dengan app ini. 1. pesan gojek, driver tdk menjemput saya dan menyelesaikan perjalanan tanpa penumpang, sementara gopay terpotong & tidak dikembalikan. laporan tdk ditangapi dengan baik. tidak ada solusi dari kendala saya, setiap kali mengulang pelaporan, tetap tidak ada solusi. titik penjemputan tidak akurat, bbrp kali perlu berjalan lebih jauh untuk mencapai lokasi driver. 2. pesan gofood salah lokasi krn titik lokasi di app tidak tepat. 3. tiba2 langganan go+ aktif tanpa konfirmasi",1,4.82.1,2025-10-01 13:04:23,"Hai Kak Nurul, mohon maaf atas ketidaknyamanannya. Jika kamu masih mengalami kendala, silakan laporkan melalui email ke customerservice@gojek.com dengan melampirkan kode psr-25-274-0759-53915 pada subject email dan cantumkan nomor laporan kamu sebelumnya pada email yang kamu kirimkan. Kami tunggu detail laporan kamu ya. ^Maura",2025-10-01 15:00:02
Dewa Ayu Sita Pramaswari,1,"tidak pernah dpt driver,selalu gagal",1,5.33.1,2025-10-01 13:00:06,"Mohon maaf ya, Kak Dewa. Kesulitan mendapatkan driver bisa terjadi karena meningkatnya jumlah pesanan di jam sibuk, atau tidak ada driver di dekat titik penjemputan. Mohon menunggu beberapa saat dan coba kembali, ya. Jika masih berkendala silakan ke menu Bantuan Gojek dengan ketik ""Saya tidak mendapatkan driver"". ^Maura",2025-10-01 14:50:00
Sonya Galganie,1,hanya karena aplikasi saya hapus ketika login fengan wajah tidak terdeteksi dan prosesnya bikin ribet,1,5.33.1,2025-10-01 12:41:19,"Hai Kak Sonya, mohon maaf atas ketidaknyamanannya. Pastikan kamu mengambil foto selfie dengan pencahayaan yang baik dan wajah terlihat jelas. Jika masih berkendala, silakan laporkan detailnya melalui email ke customerservice@gopay.co.id dan cantumkan kode psr-25-274-0748-31412 pada subjek email. ^Maura",2025-10-01 14:48:39
Aminah Putri,5,mantap pelayanan nya,0,5.33.1,2025-10-01 12:30:17,,
Syti Fatimah,2,harga makanan sama ongkir hampir sama bjirr,1,5.30.1,2025-10-01 12:22:46,"Mohon maaf atas ketidaknyamanannya, Kak Syti. Terkait ulasanmu, kami selalu berupaya untuk memberlakukan tarif yang terjangkau bagi seluruh pelanggan agar dapat selalu menjaga kualitas layanan terbaik. Kami harap kamu senantiasa nyaman dalam menggunakan layanan Gojek. Jika ada kendala lain silakan hubungi kami di menu Bantuan. ^Maura",2025-10-01 14:47:10
Dinda,5,sangat membantu,0,5.26.1,2025-10-01 12:13:10,,
KOSONG KOSONG,5,pelayanan sangat baik,0,5.31.2,2025-10-01 12:08:45,,
astri zuraida,5,⭐️⭐️⭐️⭐️⭐️,0,5.33.1,2025-10-01 11:56:17,,
Ulfa W,5,Banyak promo,0,5.33.1,2025-10-01 11:56:12,,
Zairal Syamaulana,5,selalu update lokasi,0,5.28.2,2025-10-01 11:27:08,,
Elvia Nisak,5,baik,0,5.33.1,2025-10-01 11:22:47,,
Chikaylaptr,5,cepet tepat waktu drivernya dateng,0,5.32.1,2025-10-01 11:09:55,,
Warfiz,3,"rutenya di perbaiki, ada jalan yang lebih deket tapi malah milih yg lebih jauh, apalagi pas di tambahkan titik pemberhentian malah milih jalan yg jauh",1,5.33.1,2025-10-01 11:01:25,"Hai, Kak Warfiz. Pastikan kamu sudah memberikan izin akses lokasi untuk aplikasi Gojek dan update ke versi terbaru, ya. Jika titik jemput masih bermasalah, laporkan melalui halaman Bantuan di aplikasi > ketik ""Rute dari/menuju lokasi titik jemput/antar saya bermasalah"" > pilih artikel dan isi formulirnya. Kami siap membantu. ^Maura",2025-10-01 14:26:03
Andre adi Gunawan LOVE Sri H (AAG LOVE SRI),1,driver gocarnya pada pemalas ga guna cuma pada main judi slot aja,1,3.39.1,2025-10-01 10:48:34,,
arif lukmansyah,1,"Buset.... pilih kasih banget lu ngasih promo diskonnya??? gak perlu kan gua sebut di sini pilih kasihnya kenapa??? cek promo di lu punya aplikasi, kalau kaya gini bener"" dah gua gak mau pakai lagi",1,,2025-10-01 10:40:48,"Hai Kak Arif, mohon maaf atas ketidaknyamanannya. Mengenai promo mengikuti syarat dan ketentuan yang berlaku ya. Apabila kamu mengalami keluhan, silakan laporkan melalui menu Bantuan di aplikasi Gojek atau GoPay agar tim kami bisa bantu cek ya. Kami tunggu detail permasalahannya. ^Miko",2025-10-02 07:48:09
Nuzuar Zaili,5,layanan pengendaranya bagus,0,5.33.1,2025-10-01 10:34:45,,
Ardi Wibowo,5,mantap sangat membantu,0,5.33.1,2025-10-01 10:28:00,,
Are Go,4,Entahlah,0,5.20.1,2025-10-01 10:22:21,,
July. July,2,"udah tau klo detail alamat kaya blok rumah nggk semuanya ada dipeta aplikasi,begitu jg dengan detail alamat sy, jadi sy memang masukin alamat sy pakai blok rumah sebelah yg ada, tapi sy jg udah tambahin blok rumah sy, detail alamat sy selengkap2nya dikolom pesanan, dichat, tp di si drivernya katanya nggk ada detail blok rumah sy yg udah sy masukkan itu, ujung2nya sy yg disalahkan.. gimana sih itu sistemnya min, mana apk sering lemot banget udah di uninstal terus diinstal ulang besok2 begitu lagi",5,5.33.1,2025-10-01 09:52:23,"Hai, Kak July. Pastikan kamu sudah memberikan izin akses lokasi untuk aplikasi Gojek dan update ke versi terbaru, ya. Jika titik jemput masih bermasalah, laporkan melalui halaman Bantuan di aplikasi > ketik ""Titik jemput/antar tidak akurat"" > pilih artikel dan isi formulirnya. Kami siap membantu. ^Maura",2025-10-01 14:24:56
Aulia Rahma,2,mmmmmk.kkmmkklmimki mm lmlkm KKllllllllllmmllllllnl mu,1,5.32.1,2025-10-01 09:35:58,,
Rama,5,"Tolong dong bantu yang di bawah umur belum punya KTP terus upgradenya harus pakai apa, tolong dong kalau pakai KIA bisa please, Aplikasi yang gak bisa log in kalau log in selalu buram alasannya tolong benerin sistem nya percuma selfi alasannya buram terus",107,5.33.1,2025-10-01 09:17:38,,
Aisyah Nn,2,kok sekarang jadi makin mahal si harganya,1,5.32.1,2025-10-01 09:09:40,"Mohon maaf atas ketidaknyamanannya, Kak Aisyah. Terkait ulasanmu, kami selalu berupaya untuk memberlakukan tarif yang terjangkau bagi seluruh pelanggan agar dapat selalu menjaga kualitas layanan terbaik. Kami harap kamu senantiasa nyaman dalam menggunakan layanan Gojek. Jika ada kendala lain silakan hubungi kami di menu Bantuan. ^Maura",2025-10-01 09:43:29
Nursalmi Mukhtar,5,mantaap,0,,2025-10-01 08:57:07,,
setia raharja,5,mantap,0,5.33.1,2025-10-01 08:56:53,,
NWS Lyrics,5,"Kenapan CS Gojek Yang Terburu² malah marah² ke driver ? Dia Yang Telat Dia Yang Marah² Udah Tau depan Matanya macet jalan berlubang banyak polisi tidur, Manusia Beda Beda Sifatnya. Tapi Ini Yang Paling Saya Ga Suka Selain Orang Yang Kalo Di Tanya Budeg .",0,5.33.1,2025-10-01 08:43:06,,
MPX 2,1,masa login disuruh nunggu 30 hari,1,,2025-10-01 08:36:54,"Hai Kak @MPX 2, mohon maaf atas kendala yang kamu alami. Sebelum login, pastikan kamu udah pakai Gojek versi terbaru & tidak ada kendala pada akun kamu, ya. Untuk info lebih lanjut, silakan ke halaman bantuan login di aplikasi dengan cara klik ikon ""?"" > pilih ""Tidak bisa masuk ke akun Gojek"" > pilih ""Saya mendapatkan notifikasi eror"". ^Miko",2025-10-02 06:32:22
Bagus Arsyad R,3,"agak kecewa dikit sih, belum diklik, udah ngeklik sendiri.",1,5.33.1,2025-10-01 08:33:44,"Hai Kak Bagus, mohon maaf atas ketidaknyamanannya. Laporan yang kamu sampaikan akan menjadi masukan bagi kami untuk terus meningkatkan kualitas layanan kami ke depannya. Kemudian terkait keluhan yang kakak alami, silakan laporkan melalui menu Bantuan di aplikasi Gojek agar tim kami bisa bantu cek lebih lanjut ya. ^Miko",2025-10-02 06:27:44
zaid bima,1,"NAJIS GUA PAKE GOJEK LGI DRIVERNYA TOLOL SEMUA, UDH NUNGGUIN LAMA' MLH DI CNCELL TUA TUA BEGO SEMUA ISINYA JNGN PKE GOJEK, PAKE GRAB AJA GOJEK TOLOL SEKUA WALAUPUN TUA TUA JUGA, APA LGI DRIVER YG MSIH MUDA NYA TAMBAH OON, NAJIS NAJIS JMBT",1,,2025-10-01 08:31:09,"Hai Kak Zaid, mohon maaf atas ketidaknyamanannya. Laporan yang kamu sampaikan akan menjadi masukan bagi kami untuk terus meningkatkan kualitas layanan kami ke depannya. Kemudian terkait keluhannya, silakan laporkan melalui menu Bantuan di aplikasi Gojek dengan mengetik ""Driver membatalkan pesanan saya"" pada kolom pencarian ya. ^Maura",2025-10-01 09:40:50
Rudi Sismanto,5,nyaman dan enak,0,5.33.1,2025-10-01 08:29:14,,
Wewe Darmawan,5,"pelayanan sangat memuaskan,, tepat waktu",0,5.34.1,2025-10-01 08:12:45,,
Eddy Irwanto,4,sangat mudah bertransaksi,0,,2025-10-01 08:05:10,,
elenaa,1,"setiap gerimis dikit, gmau angkut penumpang, pdhl ada yang namnya jas hujan",1,5.33.1,2025-10-01 07:27:02,"Mohon maaf ya, Kak Elenaa. Kesulitan mendapatkan driver bisa terjadi karena meningkatnya jumlah pesanan di jam sibuk, atau tidak ada driver di dekat titik penjemputan. Mohon menunggu beberapa saat dan coba kembali, ya. Jika masih berkendala silakan ke menu Bantuan Gojek dengan ketik ""Saya tidak mendapatkan driver"". ^Maura",2025-10-01 07:58:03
Randi Rurry,5,Drivernya setia menunggu..ramah..murah senyum,0,5.33.1,2025-10-01 07:23:30,,
Kurnia Al zahid,5,simpel dan efektif...👍,0,5.33.1,2025-10-01 07:16:02,,
Kadek Adi Nanda Prayuda,5,pelayanan bagus dan cepat,0,,2025-10-01 07:09:47,,
Khairul Abdi,1,bikin orderan baik go ride dan go car susah driver maaf orderan lagi ramai,1,5.33.1,2025-10-01 07:09:24,"Mohon maaf ya, Kak Khairul. Kesulitan mendapatkan driver bisa terjadi karena meningkatnya jumlah pesanan di jam sibuk, atau tidak ada driver di dekat titik penjemputan. Mohon menunggu beberapa saat dan coba kembali, ya. Jika masih berkendala silakan ke menu Bantuan Gojek dengan ketik ""Saya tidak mendapatkan driver"". ^Maura",2025-10-01 07:57:08
Aka Kausar,5,sangat membantu sekali,0,5.33.1,2025-10-01 07:05:11,,
Damar Wahyu Kusuma,1,ya kan pas itu saya mau berangkat ke sekolah ada upacara hari penting malah akun dibekukan dasar dah capek,1,5.33.1,2025-10-01 07:02:36,"Hai, Kak Damar. Mohon maaf atas kendala yang kamu alami. Saat kesulitan login dan kamu sudah memastikan koneksi internet stabil serta sudah coba secara berkala, silakan klik ikon ""?"" di halaman login Gojek > lalu pilih kategori ""Tidak bisa masuk ke akun Gojek"" dan pilih artikel sesuai masalah yang kamu alami. ^Maura",2025-10-01 07:56:01
Christina Sofiawati,5,"Naik gojeg tepat waktu jemputnya, dan pelayanannya excellent",0,5.33.1,2025-10-01 07:01:50,,
Erlina Wahyuni,4,nginstal soang lamanya seabad ga kelar2,0,4.88.1,2025-10-01 06:54:29,,
Ridho Owen FOREVER,1,"hujan dikit, langsung gadapet driver",1,5.27.2,2025-10-01 06:35:01,"Mohon maaf ya, Kak Ridho. Kesulitan mendapatkan driver bisa terjadi karena meningkatnya jumlah pesanan di jam sibuk, atau tidak ada driver di dekat titik penjemputan. Mohon menunggu beberapa saat dan coba kembali, ya. Jika masih berkendala silakan ke menu Bantuan Gojek dengan ketik ""Saya tidak mendapatkan driver"". ^Maura",2025-10-01 07:22:25
Fahrul Rozi,5,"Banyak promo nya, pelayanan cepat",0,5.33.1,2025-10-01 03:21:06,,
Mario Tukan,5,mantap,0,5.31.2,2025-10-01 03:18:13,,
Rita Arsita,4,tolong ya buat bagian yang ngingetin keterlambatan pembayaran gopay pinjamnya lebih pke empati dikit lah .. saya telat bayar sehari aja di wa terus d teken suruh cepet bayar .. bukan saya GK mw bayar pas tanggal harus bayar itu ayah saya meninggal saya urusin pemakaman .besok paginya langsung d wa trus2n d suruh cepet bayar saya udh bilng saya bayar hati ini tp trus d wa ..sampe d ksh waktu 30 menit buat bayar saat itu juga .. saya tahu itu tangung jawab saya tp GK trus wa juga ..tolong ya,1,5.14.2,2025-10-01 02:48:01,,
Bambang Kusmana,5,sesuai dengan tujuan yang di inginkan,0,5.33.1,2025-10-01 02:28:58,,
Ajum Jamal,5,"Susah banget sih upgrade ke gopay plus, udh coba 1001X gagal trus. jdi ga bisa transfer ke bank",2,4.27.2,2025-10-01 01:07:22,"Hai Ajum, mohon maaf atas kendala yang dialami. Sebelum kamu mencoba upgrade ke GoPay Plus, pastikan dokumen serta foto selfie yang kamu kirim sudah sesuai dengan ketentuan GoPay. Info lengkapnya bisa klik tautan https://gjk.id/2 yang dikirim ke email Gmail kamu, pastikan klik dari ponsel Android kamu ya.^Viska",2021-09-08 09:01:35
Hawari Ahmad,5,alhamdulillah terimakasih,0,,2025-10-01 01:04:57,,
Andika 17,1,biaya pengiriman nya mahal bener jir padhl harga makanan 5 ribu jadi semuanya 30 ribu sama biaya pengirimian nya🤦‍♂️,1,,2025-10-01 00:44:51,"Mohon maaf atas ketidaknyamanannya, Kak Andika. Terkait ulasanmu, kami selalu berupaya untuk memberlakukan tarif yang terjangkau bagi seluruh pelanggan agar dapat selalu menjaga kualitas layanan terbaik. Kami harap kamu senantiasa nyaman dalam menggunakan layanan Gojek. Jika ada kendala lain silakan hubungi kami di menu Bantuan. ^Maura",2025-10-01 07:20:18
Noviawan Awan,5,ok,0,,2025-10-01 00:44:24,,
Laras,2,"Kok aneh ya skrg kalo mau pesen gojek pake harga rute yg jauh (harga lebih mahal) tpi stlh pesan trs berjalan malah diarahkan ke yg rute deket(rute yg hrsnya lbh murah) . kyk gk sesuai harganya jdinya harga pake rute yg jauh stlh pesan malah rutenya berbeda mlah rute yg dekat. sy sengaja pake gojek agar rutenya yg lbh aman (jauh) ini malah ujung"" nya ttp aja lewat rute dkt( yg sepi)🫠🫠",4,5.33.1,2025-10-01 00:39:59,"Mohon maaf atas kendalanya, Kak Laras. Kesulitan mendapatkan driver bisa terjadi karena meningkatnya jumlah pesanan di jam sibuk, atau tidak ada driver di dekat titik penjemputan. Mohon menunggu beberapa saat dan coba kembali, ya. Jika ada pertanyaan lain, silakan kunjungi menu Bantuan pada aplikasi Gojek-mu, ya. ^Maya",2025-01-02 10:46:34
Merah Marun,5,buat gojek ada di kabupaten Kepahiang,0,,2025-10-01 00:13:46,,
k24 panarung,5,sangat membantu kami dalam pengiriman barang pelanggan,0,5.33.1,2025-10-01 00:05:35,,
Gregory Ferhoven,1,"jadi bintang 1 karena gopaypinjam cara tagihnya benar benar teror nya luar biasa, tolong cara penagihan gopaypinjam diubah lagi, jangan tau nya teror terus, saya bukan nya tidak mau bayar hanya terlambat saja, setelah saya lunasi gopaypinjam , saya tidak mau lagi pakai apk gojek lagi selamat tinggal apk gojek , saya yakin gojek bakal bangkrut dengan tingkah laku gopaypinjam, sy udah lunasi pinjaman saya di gopaypinjam , dan udh cukup anda teror saya , dan keluarga saya , dan selamat tinggal",1,5.32.1,2025-09-30 23:55:28,"Hai Kak Gregory, mohon maaf atas ketidaknyamanannya. Laporan yang kamu sampaikan akan menjadi masukan bagi kami untuk terus meningkatkan kualitas layanan kami ke depannya. Jika kamu memiliki pertanyaan terkait layanan GoPay Pinjam, silakan ceritakan lebih lanjut kepada kami melalui email ke support@findaya.com. ^Maura",2025-04-30 22:00:39
Dina Melania,5,istimewa,0,5.20.1,2025-09-30 23:38:22,,
Rangga Kusuma,5,"aplikasi sangat membantu saya pada saat keluarga, teman sedang sibuk, dan drivernya tepat waktu, mantap dahh pokoknya👍👍",0,5.33.1,2025-09-30 22:54:01,,
Anni Paraswati,1,tolong sediakan tombol pembatalan pesanan.,1,5.31.2,2025-09-30 22:29:33,,
Lucky Sa,5,oke,0,5.33.1,2025-09-30 22:24:17,,
Samuel J,2,"ongirnya ga ngotak, bikin orang kesel, padhal jarganya udah pas tapi pas liat ongkirnya bikin orang kesel!!!!",1,5.33.1,2025-09-30 22:17:39,,
Ahmad Nur saleh,5,banyak promo,0,5.33.1,2025-09-30 22:16:05,,
Icyu Muh,5,mantap,0,5.33.1,2025-09-30 22:15:25,,
Abdul Kadir,1,"ngerugiin saya, masa titiknya tiba-tiba nggak ada trus yang ada malah salah. saya rugi waktu dan rugi materi.",1,5.25.1,2025-09-30 22:08:23,,
Teguh Teguh,1,"kalok driver gak bisa nganter gak usah di pakek lagi yang tegass males lama""",1,5.33.1,2025-09-30 22:01:52,,
Syaefullah,5,memuaskan,0,5.31.2,2025-09-30 21:29:03,,
Dwi Ulfa,1,"sumpah ya ni aplikasi ngga banget mending grab deh timbang ini, udah mah estimasinya lama susah dapet driver alhasil dibatalin sampe 2 kali loh, benci banget sama aplikasi ini dendam aku tuh mesen dari stgh 7 smpe jam 9 ga dapet apa"" posisi udah laper banget nambah"" in badmood tau ngga!!!",1,5.33.1,2025-09-30 21:08:16,,
Ikbal Ibrahim,1,di cncell teruusss suka suka kaliann lah gojeek,1,5.33.1,2025-09-30 21:04:40,,
Putra Raifal Arya,1,pelayanannya lama,1,5.33.1,2025-09-30 21:00:08,,
